Id,Label,Year,Type,Era,Seed_Concepts
32009D0146,32009D0146,2009.0,Decision,Late 2000s,1
32009D0460,32009D0460,2009.0,Decision,Late 2000s,2
32009R1284R(01),32009R1284,2009.0,Regulation,Late 2000s,1
32010A0318(01),32010A031801,2010.0,Legislative_Act,Early 2010s,1
32010A1222(01),32010A122201,2010.0,Legislative_Act,Early 2010s,1
32010D0174,32010D0174,2010.0,Decision,Early 2010s,1
32010D0770,32010D0770,2010.0,Decision,Early 2010s,1
32010R1158,32010R1158,2010.0,Regulation,Early 2010s,1
32011D0713,32011D0713,2011.0,Decision,Early 2010s,1
32011D0815,32011D0815,2011.0,Decision,Early 2010s,3
32011R0234,32011R0234,2011.0,Regulation,Early 2010s,1
32012D0243,32012D0243,2012.0,Decision,Early 2010s,2
32012H0724(23),32012H072423,2012.0,Legislative_Act,Early 2010s,1
32012L0034,32012L0034,2012.0,Directive,Early 2010s,2
32012L0034R(07),32012L0034,2012.0,Directive,Early 2010s,2
32013L0058,32013L0058,2013.0,Directive,Early 2010s,2
32014D0276R(01),32014D0276,2014.0,Decision,Early 2010s,1
32014H0881,32014H0881,2014.0,Legislative_Act,Early 2010s,1
32014L0108,32014L0108,2014.0,Directive,Early 2010s,2
32014R0124,32014R0124,2014.0,Regulation,Early 2010s,1
32014R0469,32014R0469,2014.0,Regulation,Early 2010s,1
32014R0756,32014R0756,2014.0,Regulation,Early 2010s,1
32015R0628,32015R0628,2015.0,Regulation,Late 2010s,1
32015R1494,32015R1494,2015.0,Regulation,Late 2010s,1
32016D0339,32016D0339,2016.0,Decision,Late 2010s,2
32016L0097R(03),32016L0097,2016.0,Directive,Late 2010s,4
32016L0970,32016L0970,2016.0,Directive,Late 2010s,4
32016R1976,32016R1976,2016.0,Regulation,Late 2010s,2
32016Y0722(01),32016Y072201,2016.0,Legislative_Act,Late 2010s,1
32017D0704(01),32017D070401,2017.0,Decision,Late 2010s,1
32017D2315R(01),32017D2315,2017.0,Decision,Late 2010s,2
32017R0746R(03),32017R0746,2017.0,Regulation,Late 2010s,1
32017R0812,32017R0812,2017.0,Regulation,Late 2010s,2
32017R1084R(05),32017R1084,2017.0,Regulation,Late 2010s,1
32017R1354R(01),32017R1354,2017.0,Regulation,Late 2010s,1
32017R1485,32017R1485,2017.0,Regulation,Late 2010s,1
32017R2279,32017R2279,2017.0,Regulation,Late 2010s,1
32017R2395R(01),32017R2395,2017.0,Regulation,Late 2010s,1
32018D0010,32018D0010,2018.0,Decision,Late 2010s,1
32018D0655R(01),32018D0655,2018.0,Decision,Late 2010s,2
32018D0661R(01),32018D0661,2018.0,Decision,Late 2010s,1
32018D0777,32018D0777,2018.0,Decision,Late 2010s,1
32018D1538,32018D1538,2018.0,Decision,Late 2010s,2
32018D1797R(02),32018D1797,2018.0,Decision,Late 2010s,3
32018R0033R(02),32018R0033,2018.0,Regulation,Late 2010s,1
32018R1481,32018R1481,2018.0,Regulation,Late 2010s,1
32018R1999R(05),32018R1999,2018.0,Regulation,Late 2010s,1
32019R0505,32019R0505,2019.0,Regulation,Late 2010s,2
32019R0876R(03),32019R0876,2019.0,Regulation,Late 2010s,2
32019R1021R(01),32019R1021,2019.0,Regulation,Late 2010s,1
32020D0590,32020D0590,2020.0,Decision,2020s,2
32020D1101,32020D1101,2020.0,Decision,2020s,1
32020D1479,32020D1479,2020.0,Decision,2020s,1
32020R0217R(04),32020R0217,2020.0,Regulation,2020s,1
32020R0736R(01),32020R0736,2020.0,Regulation,2020s,1
32020R0741R(01),32020R0741,2020.0,Regulation,2020s,1
32020R0873R(01),32020R0873,2020.0,Regulation,2020s,1
32020R0878R(03),32020R0878,2020.0,Regulation,2020s,1
32020R1056,32020R1056,2020.0,Regulation,2020s,1
32020R1204,32020R1204,2020.0,Regulation,2020s,1
32020R1224,32020R1224,2020.0,Regulation,2020s,1
32020R1229,32020R1229,2020.0,Regulation,2020s,1
32021D0173R(03),32021D0173,2021.0,Decision,2020s,1
32021D0905,32021D0905,2021.0,Decision,2020s,4
32021D1437,32021D1437,2021.0,Decision,2020s,2
32021D1443,32021D1443,2021.0,Decision,2020s,2
32021D1886R(01),32021D1886,2021.0,Decision,2020s,1
32021R0379R(01),32021R0379,2021.0,Regulation,2020s,1
32021R0451R(08),32021R0451,2021.0,Regulation,2020s,1
32021R0453R(02),32021R0453,2021.0,Regulation,2020s,2
32021R0782R(01),32021R0782,2021.0,Regulation,2020s,1
32021R2268R(06),32021R2268,2021.0,Regulation,2020s,1
32021Y0723(01),32021Y072301,2021.0,Legislative_Act,2020s,1
32022D0266,32022D0266,2022.0,Decision,2020s,1
32022D0550,32022D0550,2022.0,Decision,2020s,1
32022D0767,32022D0767,2022.0,Decision,2020s,1
32022D1367,32022D1367,2022.0,Decision,2020s,1
32022R0365,32022R0365,2022.0,Regulation,2020s,1
32022R2580R(01),32022R2580,2022.0,Regulation,2020s,2
32023D0176,32023D0176,2023.0,Decision,2020s,1
32023D1532,32023D1532,2023.0,Decision,2020s,1
32023D2426,32023D2426,2023.0,Decision,2020s,1
32023D2481,32023D2481,2023.0,Decision,2020s,1
32023D2524,32023D2524,2023.0,Decision,2020s,1
32023R1113,32023R1113,2023.0,Regulation,2020s,1
32023R1717,32023R1717,2023.0,Regulation,2020s,1
32023R2055,32023R2055,2023.0,Regulation,2020s,1
32024D0350,32024D0350,2024.0,Decision,2020s,1
32024L1640,32024L1640,2024.0,Directive,2020s,2
32024R1252,32024R1252,2024.0,Regulation,2020s,1
32024R1774,32024R1774,2024.0,Regulation,2020s,1
32024R3169,32024R3169,2024.0,Regulation,2020s,1
31972Y1011(01),31972Y101101,1972.0,Legislative_Act,Pre-Single European Act,1
31986R4058,31986R4058,1986.0,Regulation,Pre-Single European Act,1
31986Y0626(01),31986Y062601,1986.0,Legislative_Act,Pre-Single European Act,1
31991H0288,31991H0288,1991.0,Legislative_Act,Pre-Maastricht,1
31994D0211,31994D0211,1994.0,Decision,1990s,1
31994D0414,31994D0414,1994.0,Decision,1990s,1
31996R2271,31996R2271,1996.0,Regulation,1990s,1
31997D0310,31997D0310,1997.0,Decision,1990s,1
31998D0388,31998D0388,1998.0,Decision,1990s,1
31998H0322,31998H0322,1998.0,Legislative_Act,1990s,1
31999D0511,31999D0511,1999.0,Decision,1990s,2
32003D0602,32003D0602,2003.0,Decision,Early 2000s,1
32003D0752,32003D0752,2003.0,Decision,Early 2000s,1
32003D0834,32003D0834,2003.0,Decision,Early 2000s,3
32005D0012,32005D0012,2005.0,Decision,Late 2000s,1
32006D0355,32006D0355,2006.0,Decision,Late 2000s,1
32006L0038R(01),32006L0038,2006.0,Directive,Late 2000s,2
32006R0907,32006R0907,2006.0,Regulation,Late 2000s,1
32007D0102,32007D0102,2007.0,Decision,Late 2000s,1
32007D0258,32007D0258,2007.0,Decision,Late 2000s,1
32007D0784,32007D0784,2007.0,Decision,Late 2000s,1
32007R0412R(01),32007R0412,2007.0,Regulation,Late 2000s,1
32008D0432R(01),32008D0432,2008.0,Decision,Late 2000s,1
32008D0743(01),32008D074301,2008.0,Decision,Late 2000s,1
32008F0909R(06),32008F0909,2008.0,Legislative_Act,Late 2000s,1
32008R1234R(01),32008R1234,2008.0,Regulation,Late 2000s,1
32008R1333R(06),32008R1333,2008.0,Regulation,Late 2000s,1
32009A0903(01),32009A090301,2009.0,Legislative_Act,Late 2000s,1
32009A1021(01),32009A102101,2009.0,Legislative_Act,Late 2000s,1
32009D0964,32009D0964,2009.0,Decision,Late 2000s,1
32009D0964R(01),32009D0964,2009.0,Decision,Late 2000s,1
32009L0081,32009L0081,2009.0,Directive,Late 2000s,1
32010D0096R(01),32010D0096,2010.0,Decision,Early 2010s,2
32010D0368,32010D0368,2010.0,Decision,Early 2010s,1
32010D0424(07),32010D042407,2010.0,Decision,Early 2010s,1
32010R0590,32010R0590,2010.0,Regulation,Early 2010s,1
32012L0013R(01),32012L0013,2012.0,Directive,Early 2010s,1
32012L0034R(02),32012L0034,2012.0,Directive,Early 2010s,2
32012L0034R(03),32012L0034,2012.0,Directive,Early 2010s,1
32013D0195,32013D0195,2013.0,Decision,Early 2010s,1
32013R0575R(03),32013R0575,2013.0,Regulation,Early 2010s,1
32013R0606,32013R0606,2013.0,Regulation,Early 2010s,1
32013R1042R(01),32013R1042,2013.0,Regulation,Early 2010s,1
32013R1075,32013R1075,2013.0,Regulation,Early 2010s,1
32014D0641R(01),32014D0641,2014.0,Decision,Early 2010s,1
32015D0038,32015D0038,2015.0,Decision,Late 2010s,1
32015D1055,32015D1055,2015.0,Decision,Late 2010s,1
32015D1208,32015D1208,2015.0,Decision,Late 2010s,1
32015L2366R(05),32015L2366,2015.0,Directive,Late 2010s,2
32015R0035,32015R0035,2015.0,Regulation,Late 2010s,2
32015R1474,32015R1474,2015.0,Regulation,Late 2010s,1
32016R0055,32016R0055,2016.0,Regulation,Late 2010s,1
32016R0709,32016R0709,2016.0,Regulation,Late 2010s,1
32016R1014,32016R1014,2016.0,Regulation,Late 2010s,1
32017D0899,32017D0899,2017.0,Decision,Late 2010s,2
32017D1483,32017D1483,2017.0,Decision,Late 2010s,2
32017D2075,32017D2075,2017.0,Decision,Late 2010s,2
32017R1486,32017R1486,2017.0,Regulation,Late 2010s,1
32018D0539,32018D0539,2018.0,Decision,Late 2010s,1
32018R1881,32018R1881,2018.0,Regulation,Late 2010s,1
32019D0327(02),32019D032702,2019.0,Decision,Late 2010s,1
32019D1742,32019D1742,2019.0,Decision,Late 2010s,1
32019L0878R(05),32019L0878,2019.0,Directive,Late 2010s,1
32019R1213,32019R1213,2019.0,Regulation,Late 2010s,1
32019R2088R(02),32019R2088,2019.0,Regulation,Late 2010s,1
32020D1015,32020D1015,2020.0,Decision,2020s,2
32020D1127,32020D1127,2020.0,Decision,2020s,1
32020D1746,32020D1746,2020.0,Decision,2020s,3
32020D2252,32020D2252,2020.0,Decision,2020s,1
32020L0367R(01),32020L0367,2020.0,Directive,2020s,1
32020R0217R(05),32020R0217,2020.0,Regulation,2020s,1
32020R0459,32020R0459,2020.0,Regulation,2020s,1
32020R0507,32020R0507,2020.0,Regulation,2020s,1
32020R1536R(01),32020R1536,2020.0,Regulation,2020s,1
32021D0689,32021D0689,2021.0,Decision,2020s,1
32021D0750,32021D0750,2021.0,Decision,2020s,2
32021D1221(01),32021D122101,2021.0,Decision,2020s,1
32021D2184,32021D2184,2021.0,Decision,2020s,1
32021O2256,32021O2256,2021.0,Legislative_Act,2020s,1
32021R0522,32021R0522,2021.0,Regulation,2020s,1
32021R1415,32021R1415,2021.0,Regulation,2020s,3
32021R2268R(02),32021R2268,2021.0,Regulation,2020s,1
32021R2268R(03),32021R2268,2021.0,Regulation,2020s,1
32022D0765,32022D0765,2022.0,Decision,2020s,1
32022D0774,32022D0774,2022.0,Decision,2020s,1
32022D0906,32022D0906,2022.0,Decision,2020s,2
32022D1024,32022D1024,2022.0,Decision,2020s,1
32022D1511,32022D1511,2022.0,Decision,2020s,1
32022D2255,32022D2255,2022.0,Decision,2020s,1
32022R0063R(01),32022R0063,2022.0,Regulation,2020s,1
32022R0869,32022R0869,2022.0,Regulation,2020s,1
32022R1032R(04),32022R1032,2022.0,Regulation,2020s,1
32022R1645,32022R1645,2022.0,Regulation,2020s,1
32022R2059R(01),32022R2059,2022.0,Regulation,2020s,1
32022R2400,32022R2400,2022.0,Regulation,2020s,1
32022R2581R(01),32022R2581,2022.0,Regulation,2020s,2
32023D0162,32023D0162,2023.0,Decision,2020s,1
32023D0531(01),32023D053101,2023.0,Decision,2020s,1
32023D0926(01),32023D092601,2023.0,Decision,2020s,1
32023D0964,32023D0964,2023.0,Decision,2020s,1
32023D1789,32023D1789,2023.0,Decision,2020s,4
32023R1803R(01),32023R1803,2023.0,Regulation,2020s,1
32023R2418,32023R2418,2023.0,Regulation,2020s,5
32024D2396,32024D2396,2024.0,Decision,2020s,3
32024R2929,32024R2929,2024.0,Regulation,2020s,1
32025D0199,32025D0199,2025.0,Decision,2020s,2
32025D0396,32025D0396,2025.0,Decision,2020s,1
32025R0295,32025R0295,2025.0,Regulation,2020s,1
31971Y0610(01),31971Y061001,1971.0,Legislative_Act,Pre-Single European Act,1
31985D0527,31985D0527,1985.0,Decision,Pre-Single European Act,1
31994D0694,31994D0694,1994.0,Decision,1990s,1
31999D0494,31999D0494,1999.0,Decision,1990s,1
31999R1228,31999R1228,1999.0,Regulation,1990s,1
32000D0299,32000D0299,2000.0,Decision,Early 2000s,1
32003D0751,32003D0751,2003.0,Decision,Early 2000s,1
32003D0822,32003D0822,2003.0,Decision,Early 2000s,1
32004D0739R(01),32004D0739,2004.0,Decision,Early 2000s,2
32004L0024,32004L0024,2004.0,Directive,Early 2000s,1
32004L0113,32004L0113,2004.0,Directive,Early 2000s,2
32004R0785R(05),32004R0785,2004.0,Regulation,Early 2000s,2
32004R0785R(06),32004R0785,2004.0,Regulation,Early 2000s,2
32005D0851,32005D0851,2005.0,Decision,Late 2000s,2
32005R2073R(08),32005R2073,2005.0,Regulation,Late 2000s,1
32006D0375,32006D0375,2006.0,Decision,Late 2000s,1
32006L0021R(01),32006L0021,2006.0,Directive,Late 2000s,1
32007A0802(02),32007A080202,2007.0,Legislative_Act,Late 2000s,1
32007D0026,32007D0026,2007.0,Decision,Late 2000s,1
32007D0711,32007D0711,2007.0,Decision,Late 2000s,2
32007D0793,32007D0793,2007.0,Decision,Late 2000s,1
32008R1099R(02),32008R1099,2008.0,Regulation,Late 2000s,1
32008R1272R(16),32008R1272,2008.0,Regulation,Late 2000s,1
32008R1332,32008R1332,2008.0,Regulation,Late 2000s,1
32009L0119,32009L0119,2009.0,Directive,Late 2000s,1
32009L0119R(02),32009L0119,2009.0,Directive,Late 2000s,1
32009L0138R(08),32009L0138,2009.0,Directive,Late 2000s,2
32010D0092,32010D0092,2010.0,Decision,Early 2010s,1
32010D0267,32010D0267,2010.0,Decision,Early 2010s,1
32010D0792,32010D0792,2010.0,Decision,Early 2010s,1
32011D0080,32011D0080,2011.0,Decision,Early 2010s,1
32011D0659,32011D0659,2011.0,Decision,Early 2010s,1
32012A0207(01),32012A020701,2012.0,Legislative_Act,Early 2010s,1
32013D0788,32013D0788,2013.0,Decision,Early 2010s,1
32013H0730(19),32013H073019,2013.0,Legislative_Act,Early 2010s,1
32014A1128(01),32014A112801,2014.0,Legislative_Act,Early 2010s,1
32014D0532,32014D0532,2014.0,Decision,Early 2010s,1
32014L0051R(03),32014L0051,2014.0,Directive,Early 2010s,2
32014L0051R(05),32014L0051,2014.0,Directive,Early 2010s,2
32014L0092,32014L0092,2014.0,Directive,Early 2010s,1
32014L0092R(01),32014L0092,2014.0,Directive,Early 2010s,1
32014R0909,32014R0909,2014.0,Regulation,Early 2010s,1
32014R0912,32014R0912,2014.0,Regulation,Early 2010s,1
32015D0457,32015D0457,2015.0,Decision,Late 2010s,1
32015D0875,32015D0875,2015.0,Decision,Late 2010s,2
32015R0035R(07),32015R0035,2015.0,Regulation,Late 2010s,2
32016D0007,32016D0007,2016.0,Decision,Late 2010s,1
32016D1353,32016D1353,2016.0,Decision,Late 2010s,1
32016D2240R(01),32016D2240,2016.0,Decision,Late 2010s,1
32017A1109(03),32017A110903,2017.0,Legislative_Act,Late 2010s,1
32017D0971R(02),32017D0971,2017.0,Decision,Late 2010s,4
32017L0433,32017L0433,2017.0,Directive,Late 2010s,4
32017L2455R(02),32017L2455,2017.0,Directive,Late 2010s,1
32017R0394R(01),32017R0394,2017.0,Regulation,Late 2010s,1
32017R0746R(02),32017R0746,2017.0,Regulation,Late 2010s,1
32017R0746R(04),32017R0746,2017.0,Regulation,Late 2010s,1
32017R1250,32017R1250,2017.0,Regulation,Late 2010s,1
32017R2100,32017R2100,2017.0,Regulation,Late 2010s,1
32018D0491,32018D0491,2018.0,Decision,Late 2010s,1
32018D1797,32018D1797,2018.0,Decision,Late 2010s,3
32018L0843R(01),32018L0843,2018.0,Directive,Late 2010s,2
32018R0959,32018R0959,2018.0,Regulation,Late 2010s,1
32018R0990,32018R0990,2018.0,Regulation,Late 2010s,1
32018R1604R(01),32018R1604,2018.0,Regulation,Late 2010s,1
32018R1903,32018R1903,2018.0,Regulation,Late 2010s,1
32019D1279,32019D1279,2019.0,Decision,Late 2010s,1
32019D1281,32019D1281,2019.0,Decision,Late 2010s,1
32019L2177R(01),32019L2177,2019.0,Directive,Late 2010s,2
32019R0881,32019R0881,2019.0,Regulation,Late 2010s,2
32020D0636,32020D0636,2020.0,Decision,2020s,1
32020D0667,32020D0667,2020.0,Decision,2020s,1
32020D1489,32020D1489,2020.0,Decision,2020s,1
32020R0461R(01),32020R0461,2020.0,Regulation,2020s,1
32020R0857,32020R0857,2020.0,Regulation,2020s,1
32020R0878R(02),32020R0878,2020.0,Regulation,2020s,1
32020R1224R(01),32020R1224,2020.0,Regulation,2020s,1
32020R1230,32020R1230,2020.0,Regulation,2020s,2
32020R1676,32020R1676,2020.0,Regulation,2020s,1
32021D0173,32021D0173,2021.0,Decision,2020s,1
32021D1730,32021D1730,2021.0,Decision,2020s,2
32021R0598,32021R0598,2021.0,Regulation,2020s,2
32021R0705,32021R0705,2021.0,Regulation,2020s,1
32021R0782R(03),32021R0782,2021.0,Regulation,2020s,1
32021R2070,32021R2070,2021.0,Regulation,2020s,1
32022D0266R(04),32022D0266,2022.0,Decision,2020s,1
32022D0461,32022D0461,2022.0,Decision,2020s,1
32022D0728,32022D0728,2022.0,Decision,2020s,1
32022D0773,32022D0773,2022.0,Decision,2020s,1
32022D1285,32022D1285,2022.0,Decision,2020s,2
32022R0112R(01),32022R0112,2022.0,Regulation,2020s,1
32022R0113,32022R0113,2022.0,Regulation,2020s,1
32022R1929,32022R1929,2022.0,Regulation,2020s,1
32022R2038,32022R2038,2022.0,Regulation,2020s,2
32022R2299,32022R2299,2022.0,Regulation,2020s,1
32023D0457,32023D0457,2023.0,Decision,2020s,1
32023D0549R(01),32023D0549,2023.0,Decision,2020s,1
32023D2487,32023D2487,2023.0,Decision,2020s,2
32023D2680,32023D2680,2023.0,Decision,2020s,2
32023R0203R(01),32023R0203,2023.0,Regulation,2020s,1
32023R0840,32023R0840,2023.0,Regulation,2020s,1
32023R1472,32023R1472,2023.0,Regulation,2020s,2
32023R2841,32023R2841,2023.0,Regulation,2020s,1
32024D0461,32024D0461,2024.0,Decision,2020s,2
32024D0775,32024D0775,2024.0,Decision,2020s,1
32024D1063,32024D1063,2024.0,Decision,2020s,2
32024D1794,32024D1794,2024.0,Decision,2020s,1
32024R1620,32024R1620,2024.0,Regulation,2020s,2
32025D0893,32025D0893,2025.0,Decision,2020s,1
32025L0001,32025L0001,2025.0,Directive,2020s,3
31995Y1207(03),31995Y120703,1995.0,Legislative_Act,1990s,1
31998D0387,31998D0387,1998.0,Decision,1990s,1
31998D0520,31998D0520,1998.0,Decision,1990s,1
31998D0522,31998D0522,1998.0,Decision,1990s,2
32000D0141,32000D0141,2000.0,Decision,Early 2000s,1
32003D0124,32003D0124,2003.0,Decision,Early 2000s,1
32003D0498,32003D0498,2003.0,Decision,Early 2000s,1
32003R2160R(01),32003R2160,2003.0,Regulation,Early 2000s,1
32004D0777R(02),32004D0777,2004.0,Decision,Early 2000s,1
32004L0066R(01),32004L0066,2004.0,Directive,Early 2000s,1
32004R0785R(04),32004R0785,2004.0,Regulation,Early 2000s,2
32004R0793R(01),32004R0793,2004.0,Regulation,Early 2000s,1
32005R2073,32005R2073,2005.0,Regulation,Late 2000s,1
32005R2073R(06),32005R2073,2005.0,Regulation,Late 2000s,1
32006D0730,32006D0730,2006.0,Decision,Late 2000s,1
32006R1907R(13),32006R1907,2006.0,Regulation,Late 2000s,1
32007D0597,32007D0597,2007.0,Decision,Late 2000s,1
32007D0724,32007D0724,2007.0,Decision,Late 2000s,2
32008D0412R(01),32008D0412,2008.0,Decision,Late 2000s,2
32008R1272R(08),32008R1272,2008.0,Regulation,Late 2000s,1
32008R1272R(09),32008R1272,2008.0,Regulation,Late 2000s,1
32009D0302R(01),32009D0302,2009.0,Decision,Late 2000s,1
32009D0604,32009D0604,2009.0,Decision,Late 2000s,1
32009L0081R(02),32009L0081,2009.0,Directive,Late 2000s,1
32009L0138R(10),32009L0138,2009.0,Directive,Late 2000s,2
32009R0169,32009R0169,2009.0,Regulation,Late 2000s,1
32011D0784,32011D0784,2011.0,Decision,Early 2010s,1
32012R1219,32012R1219,2012.0,Regulation,Early 2010s,1
32013D0048,32013D0048,2013.0,Decision,Early 2010s,1
32013D0660,32013D0660,2013.0,Decision,Early 2010s,1
32013D0752R(02),32013D0752,2013.0,Decision,Early 2010s,2
32013D0752R(03),32013D0752,2013.0,Decision,Early 2010s,2
32013H0730(11)R(01),32013H073011,2013.0,Legislative_Act,Early 2010s,1
32013L0022R(01),32013L0022,2013.0,Directive,Early 2010s,1
32013R0151,32013R0151,2013.0,Regulation,Early 2010s,1
32014D0220,32014D0220,2014.0,Decision,Early 2010s,3
32014D0220R(01),32014D0220,2014.0,Decision,Early 2010s,3
32014D0276,32014D0276,2014.0,Decision,Early 2010s,1
32014D0860,32014D0860,2014.0,Decision,Early 2010s,2
32014L0053,32014L0053,2014.0,Directive,Early 2010s,1
32014R0514R(02),32014R0514,2014.0,Regulation,Early 2010s,1
32014R0909R(03),32014R0909,2014.0,Regulation,Early 2010s,1
32014R1286,32014R1286,2014.0,Regulation,Early 2010s,1
32014R1286R(01),32014R1286,2014.0,Regulation,Early 2010s,1
32015D0004,32015D0004,2015.0,Decision,Late 2010s,3
32015D1320,32015D1320,2015.0,Decision,Late 2010s,1
32015D1967,32015D1967,2015.0,Decision,Late 2010s,1
32015D2276R(01),32015D2276,2015.0,Decision,Late 2010s,1
32015R2229,32015R2229,2015.0,Regulation,Late 2010s,1
32016D0041(01),32016D004101,2016.0,Decision,Late 2010s,1
32016D0310,32016D0310,2016.0,Decision,Late 2010s,3
32016D1698,32016D1698,2016.0,Decision,Late 2010s,1
32016D1795,32016D1795,2016.0,Decision,Late 2010s,1
32016D2240,32016D2240,2016.0,Decision,Late 2010s,1
32016D2356,32016D2356,2016.0,Decision,Late 2010s,1
32016R0054,32016R0054,2016.0,Regulation,Late 2010s,1
32016R1649,32016R1649,2016.0,Regulation,Late 2010s,1
32017D0132,32017D0132,2017.0,Decision,Late 2010s,1
32017R0180,32017R0180,2017.0,Regulation,Late 2010s,1
32017R0981,32017R0981,2017.0,Regulation,Late 2010s,1
32017R2095,32017R2095,2017.0,Regulation,Late 2010s,1
32018D2008,32018D2008,2018.0,Decision,Late 2010s,1
32018R0669R(01),32018R0669,2018.0,Regulation,Late 2010s,1
32018R1999R(04),32018R1999,2018.0,Regulation,Late 2010s,1
32019D0709,32019D0709,2019.0,Decision,Late 2010s,1
32019R0924,32019R0924,2019.0,Regulation,Late 2010s,1
32019R1140,32019R1140,2019.0,Regulation,Late 2010s,1
32020D1502,32020D1502,2020.0,Decision,2020s,4
32020D1748,32020D1748,2020.0,Decision,2020s,1
32020L0367,32020L0367,2020.0,Directive,2020s,1
32020R1203,32020R1203,2020.0,Regulation,2020s,1
32020R1413,32020R1413,2020.0,Regulation,2020s,1
32020R2081,32020R2081,2020.0,Regulation,2020s,1
32021L1047R(01),32021L1047,2021.0,Directive,2020s,3
32021R0451R(09),32021R0451,2021.0,Regulation,2020s,1
32021R0694,32021R0694,2021.0,Regulation,2020s,1
32021R1751,32021R1751,2021.0,Regulation,2020s,1
32021R1901,32021R1901,2021.0,Regulation,2020s,1
32021R2103,32021R2103,2021.0,Regulation,2020s,1
32021R2178,32021R2178,2021.0,Regulation,2020s,1
32021R2268R(04),32021R2268,2021.0,Regulation,2020s,1
32022D0706R(01),32022D0706,2022.0,Decision,2020s,1
32022D0771,32022D0771,2022.0,Decision,2020s,1
32022D0775,32022D0775,2022.0,Decision,2020s,1
32022D0911R(01),32022D0911,2022.0,Decision,2020s,1
32022D1108,32022D1108,2022.0,Decision,2020s,1
32022D2356,32022D2356,2022.0,Decision,2020s,2
32022R0692R(01),32022R0692,2022.0,Regulation,2020s,1
32022R0975,32022R0975,2022.0,Regulation,2020s,1
