celex,title,year,domains,subdomains,legal_type,url
21976A0706(01),21976A0706(01),1976,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21976A0706(01)
21977A0523(01),21977A0523(01),1977,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21977A0523(01)
21980A0506(01),21980A0506(01),1980,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21980A0506(01)
21982D0621(04),21982D0621(04),1982,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21982D0621(04)
21982D1231(01),21982D1231(01),1982,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21982D1231(01)
21983A0214(01),21983A0214(01),1983,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21983A0214(01)
21984A0225(01),21984A0225(01),1984,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21984A0225(01)
21984A0609(04),21984A0609(04),1984,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21984A0609(04)
21984A1211(03),21984A1211(03),1984,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21984A1211(03)
21987A0127(01),21987A0127(01),1987,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21987A0127(01)
21987A1024(02),21987A1024(02),1987,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21987A1024(02)
21987A1231(01),21987A1231(01),1987,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21987A1231(01)
21988A0813(03),21988A0813(03),1988,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21988A0813(03)
21989A1230(17),21989A1230(17),1989,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21989A1230(17)
21992A0430(02),21992A0430(02),1992,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21992A0430(02)
21992A1221(01),21992A1221(01),1992,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21992A1221(01)
21993A1231(18),21993A1231(18),1993,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21993A1231(18)
21994A0103(22),21994A0103(22),1994,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21994A0103(22)
21994A0517(04),21994A0517(04),1994,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21994A0517(04)
21994A0517(12),21994A0517(12),1994,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21994A0517(12)
21994A1223(17)R(01),21994A1223(17)R(01),1994,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21994A1223(17)R(01)
21994A1231(53),21994A1231(53),1994,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21994A1231(53)
21995A0426(06),21995A0426(06),1995,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21995A0426(06)
21995A1005(01),21995A1005(01),1995,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21995A1005(01)
21996A0330(05),21996A0330(05),1996,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21996A0330(05)
21996A0330(20),21996A0330(20),1996,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21996A0330(20)
21996A0522(01),21996A0522(01),1996,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21996A0522(01)
21996A0716(01),21996A0716(01),1996,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21996A0716(01)
21998A1022(02),21998A1022(02),1998,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21998A1022(02)
21998D0312(03),21998D0312(03),1998,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21998D0312(03)
21999A1214(02),21999A1214(02),1999,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21999A1214(02)
21999A1231(04),21999A1231(04),1999,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21999A1231(04)
21999A1231(09),21999A1231(09),1999,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21999A1231(09)
21999D0410(01),21999D0410(01),1999,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21999D0410(01)
21999D0507(01),21999D0507(01),1999,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21999D0507(01)
22000A0105(01),22000A0105(01),2000,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22000A0105(01)
22001A0529(01),22001A0529(01),2001,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22001A0529(01)
22001A1227(05),22001A1227(05),2001,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22001A1227(05)
22001D0390,22001D0390,2001,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22001D0390
22002A0430(01),22002A0430(01),2002,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22002A0430(01)
22002A0930(01),22002A0930(01),2002,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22002A0930(01)
22003A0625(02),22003A0625(02),2003,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22003A0625(02)
22003A1114(01),22003A1114(01),2003,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22003A1114(01)
22003D0809,22003D0809,2003,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22003D0809
22004A0115(01),22004A0115(01),2004,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22004A0115(01)
22004A0422(04),22004A0422(04),2004,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22004A0422(04)
22004A1229(01),22004A1229(01),2004,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22004A1229(01)
22006A0328(03),22006A0328(03),2006,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22006A0328(03)
22006A0722(01),22006A0722(01),2006,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22006A0722(01)
22006A1007(01),22006A1007(01),2006,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22006A1007(01)
22007A0629(01),22007A0629(01),2007,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22007A0629(01)
22007A1227(01),22007A1227(01),2007,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22007A1227(01)
22010A0130(01),22010A0130(01),2010,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22010A0130(01)
22010A0622(01),22010A0622(01),2010,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22010A0622(01)
22010A0916(01),22010A0916(01),2010,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22010A0916(01)
22010D0637,22010D0637,2010,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22010D0637
22011A0514(04),22011A0514(04),2011,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22011A0514(04)
22011A0722(01),22011A0722(01),2011,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22011A0722(01)
22011A1019(01),22011A1019(01),2011,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22011A1019(01)
22011A1116(01),22011A1116(01),2011,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22011A1116(01)
22012D0742,22012D0742,2012,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22012D0742
22013D0110,22013D0110,2013,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22013D0110
22013X0228(01),22013X0228(01),2013,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22013X0228(01)
22014A1129(01),22014A1129(01),2014,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22014A1129(01)
22014A1219(01),22014A1219(01),2014,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22014A1219(01)
22015A1030(01),22015A1030(01),2015,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22015A1030(01)
22015A1104(01),22015A1104(01),2015,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22015A1104(01)
22016D0754,22016D0754,2016,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22016D0754
22017A1214(01),22017A1214(01),2017,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22017A1214(01)
22018A0626(01),22018A0626(01),2018,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22018A0626(01)
22019A0808(01),22019A0808(01),2019,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22019A0808(01)
22019D0341,22019D0341,2019,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22019D0341
22020X1202(01),22020X1202(01),2020,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22020X1202(01)
22023A0719(02),22023A0719(02),2023,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22023A0719(02)
22023D2891,22023D2891,2023,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22023D2891
22024A02589,22024A02589,2024,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:22024A02589
31958R0001R(02),31958R0001R(02),1958,POLITICS;GEOGRAPHY;EUROPEAN UNION,EUROPE;ECONOMIC GEOGRAPHY;POLITICS AND PUBLIC SAFETY;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE;POLITICAL GEOGRAPHY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31958R0001R(02)
31960R0511,31960R0511,1960,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31960R0511
31961D1104(02),31961D1104(02),1961,TRADE;INTERNATIONAL RELATIONS;GEOGRAPHY;EUROPEAN UNION,INTERNATIONAL TRADE;ECONOMIC GEOGRAPHY;COOPERATION POLICY;EUROPEAN CONSTRUCTION,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31961D1104(02)
31962D0104P0340,31962D0104P0340,1962,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31962D0104P0340
31962D0430(05),31962D0430(05),1962,FINANCE;EUROPEAN UNION,EUROPEAN UNION LAW;MONETARY RELATIONS;MONETARY ECONOMICS,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31962D0430(05)
31962H0816R(01),31962H0816R(01),1962,UNKNOWN,SETTORE TRASVERSALE,Recommendation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31962H0816R(01)
31962R0031(02),31962R0031(02),1962,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31962R0031(02)
31963D0019(01),31963D0019(01),1963,BUSINESS AND COMPETITION;ENERGY;INDUSTRY,"COMPETITION;IRON, STEEL AND OTHER METAL INDUSTRIES;COAL AND MINING INDUSTRIES",Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31963D0019(01)
31963R0127,31963R0127,1963,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31963R0127
31964D0233,31964D0233,1964,TRADE;GEOGRAPHY;INDUSTRY,CHEMISTRY;MISCELLANEOUS INDUSTRIES;EUROPE;ECONOMIC GEOGRAPHY;DISTRIBUTIVE TRADES;POLITICAL GEOGRAPHY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31964D0233
31964D0390,31964D0390,1964,POLITICS;TRANSPORT;EUROPEAN UNION,POLITICS AND PUBLIC SAFETY;EUROPEAN UNION LAW;TRANSPORT POLICY;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31964D0390
31964D0502,31964D0502,1964,"PRODUCTION, TECHNOLOGY AND RESEARCH;BUSINESS AND COMPETITION;GEOGRAPHY;INDUSTRY",CHEMISTRY;MISCELLANEOUS INDUSTRIES;COMPETITION;EUROPE;ECONOMIC GEOGRAPHY;RESEARCH AND INTELLECTUAL PROPERTY;POLITICAL GEOGRAPHY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31964D0502
31965R0062R(01),31965R0062R(01),1965,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31965R0062R(01)
31966L0400,31966L0400,1966,UNKNOWN,SETTORE TRASVERSALE,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31966L0400
31966R0099,31966R0099,1966,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31966R0099
31967L0043,31967L0043,1967,UNKNOWN,SETTORE TRASVERSALE,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31967L0043
31967R0121,31967R0121,1967,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31967R0121
31967R0122,31967R0122,1967,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31967R0122
31967R0163,31967R0163,1967,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31967R0163
31967R0164,31967R0164,1967,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31967R0164
31967R0170,31967R0170,1967,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31967R0170
31967R0474,31967R0474,1967,AGRI-FOODSTUFFS;TRADE,PLANT PRODUCT;TRADE;TRADE POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31967R0474
31968D0317,31968D0317,1968,BUSINESS AND COMPETITION;GEOGRAPHY;INDUSTRY,MECHANICAL ENGINEERING;BUSINESS ORGANISATION;COMPETITION;EUROPE;ECONOMIC GEOGRAPHY;POLITICAL GEOGRAPHY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31968D0317
31968L0312,31968L0312,1968,UNKNOWN,SETTORE TRASVERSALE,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31968L0312
31968L0369,31968L0369,1968,UNKNOWN,SETTORE TRASVERSALE,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31968L0369
31968R0565,31968R0565,1968,AGRI-FOODSTUFFS;TRADE;GEOGRAPHY;EUROPEAN UNION,ANIMAL PRODUCT;EUROPE;ECONOMIC GEOGRAPHY;TRADE;POLITICAL GEOGRAPHY;EU FINANCE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31968R0565
31968R0803,31968R0803,1968,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31968R0803
31968R1397,31968R1397,1968,AGRI-FOODSTUFFS;TRADE,PLANT PRODUCT;TRADE POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31968R1397
31968R1612,31968R1612,1968,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31968R1612
31969L0073,31969L0073,1969,UNKNOWN,SETTORE TRASVERSALE,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31969L0073
31969R1466,31969R1466,1969,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31969R1466
31969R2313,31969R2313,1969,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31969R2313
31969Y1119(01),31969Y1119(01),1969,AGRI-FOODSTUFFS;EUROPEAN UNION,EUROPEAN UNION LAW;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE;FOODSTUFF,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31969Y1119(01)
31970D0457,31970D0457,1970,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31970D0457
31970D0549,31970D0549,1970,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31970D0549
31970H0449,31970H0449,1970,EDUCATION AND COMMUNICATIONS;EMPLOYMENT AND WORKING CONDITIONS;INDUSTRY,MECHANICAL ENGINEERING;LABOUR MARKET;EMPLOYMENT;DOCUMENTATION;EDUCATION,Recommendation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31970H0449
31970J0040,31970J0040,1970,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31970J0040
31970L0221,31970L0221,1970,UNKNOWN,SETTORE TRASVERSALE,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31970L0221
31970L0524,31970L0524,1970,UNKNOWN,SETTORE TRASVERSALE,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31970L0524
31970R1107,31970R1107,1970,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31970R1107
31970Y0428(03),31970Y0428(03),1970,"PRODUCTION, TECHNOLOGY AND RESEARCH;FINANCE;AGRICULTURE, FORESTRY AND FISHERIES",BUDGET;PRODUCTION;AGRICULTURAL POLICY,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31970Y0428(03)
31971D0143,31971D0143,1971,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31971D0143
31971L0317,31971L0317,1971,UNKNOWN,SETTORE TRASVERSALE,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31971L0317
31971R0801,31971R0801,1971,"PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL ACTIVITY;ECONOMIC GEOGRAPHY;AMERICA;TRADE;POLITICAL GEOGRAPHY;TECHNOLOGY AND TECHNICAL REGULATIONS,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31971R0801
31971R1182,31971R1182,1971,INTERNATIONAL ORGANISATIONS;LAW;EMPLOYMENT AND WORKING CONDITIONS;EUROPEAN UNION,EUROPEAN ORGANISATIONS;ORGANISATION OF WORK AND WORKING CONDITIONS;JUSTICE;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31971R1182
31971R2407,31971R2407,1971,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31971R2407
31971R2821,31971R2821,1971,BUSINESS AND COMPETITION;EUROPEAN UNION,COMPETITION;EUROPEAN UNION LAW;EUROPEAN CONSTRUCTION,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31971R2821
31972D0283,31972D0283,1972,INTERNATIONAL ORGANISATIONS;ECONOMICS;EDUCATION AND COMMUNICATIONS;GEOGRAPHY;INDUSTRY;EUROPEAN UNION,"EUROPEAN ORGANISATIONS;ECONOMIC POLICY;EUROPE;ECONOMIC GEOGRAPHY;IRON, STEEL AND OTHER METAL INDUSTRIES;INFORMATION AND INFORMATION PROCESSING;EUROPEAN UNION LAW;POLITICAL GEOGRAPHY",Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31972D0283
31972L0221,31972L0221,1972,BUSINESS AND COMPETITION;ECONOMICS;EDUCATION AND COMMUNICATIONS;INTERNATIONAL RELATIONS,ECONOMIC STRUCTURE;BUSINESS CLASSIFICATION;ECONOMIC ANALYSIS;ECONOMIC CONDITIONS;INFORMATION TECHNOLOGY AND DATA PROCESSING;COOPERATION POLICY,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31972L0221
31972L0245,31972L0245,1972,UNKNOWN,SETTORE TRASVERSALE,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31972L0245
31972R0514,31972R0514,1972,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31972R0514
31972R1204,31972R1204,1972,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31972R1204
31972R1473R(01),31972R1473R(01),1972,SOCIAL QUESTIONS;POLITICS;EMPLOYMENT AND WORKING CONDITIONS;EUROPEAN UNION,LABOUR MARKET;EMPLOYMENT;SOCIAL PROTECTION;EXECUTIVE POWER AND PUBLIC SERVICE;PERSONNEL MANAGEMENT AND STAFF REMUNERATION;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31972R1473R(01)
31972R1473R(04),31972R1473R(04),1972,SOCIAL QUESTIONS;POLITICS;EMPLOYMENT AND WORKING CONDITIONS;EUROPEAN UNION,LABOUR MARKET;EMPLOYMENT;SOCIAL PROTECTION;EXECUTIVE POWER AND PUBLIC SERVICE;PERSONNEL MANAGEMENT AND STAFF REMUNERATION;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31972R1473R(04)
31972R2530,31972R2530,1972,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31972R2530
31972R2760,31972R2760,1972,INTERNATIONAL RELATIONS;GEOGRAPHY;EUROPEAN UNION,ASIA AND OCEANIA;EUROPE;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;POLITICAL GEOGRAPHY;EUROPEAN CONSTRUCTION,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31972R2760
31972R2842,31972R2842,1972,TRADE;INTERNATIONAL RELATIONS;GEOGRAPHY;EUROPEAN UNION,TARIFF POLICY;INTERNATIONAL TRADE;EUROPE;ECONOMIC GEOGRAPHY;POLITICAL GEOGRAPHY;COOPERATION POLICY;EUROPEAN CONSTRUCTION,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:31972R2842
